,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
13,三三家直播代购,广东,female,Lv.9,127,3961,225,2018-12-31 11:18:00,2019-03-20 01:44:36,feed,【三三现货💮】看过来看过来！大家的老朋友！平价水乳强烈推荐curel！！！📢花王柯润化妆水、珂润乳液产品非常好用，且平价，专门针对敏感肌，干燥肌，用过的都说好！化妆水之后，觉得面霜厚重的可以试试这款乳液，质地偏薄，用完皮肤像喝饱了水一样，抗衰，消炎，滋润，让你从根本上解决皮肤​展开全文c,4323245597468335,0,0,0
14,PPP小姐,广东深圳,female,Lv.36,245,1298,715,2018-12-31 11:05:00,2019-03-20 01:44:53,feed,从来没来过这么干冷的地方。我早上是水、lamer精华油、黛珂小紫瓶保湿精华、兰蔻黑金眼霜、curel保湿霜、lamer面霜。最后上一层防晒。​,4323243047508289,0,0,2
15,不辞冰雪为茜热,上海浦东新区,female,Lv.48,514,11355,18903,2018-12-31 10:55:00,2019-03-20 01:45:11,feed,//@功课菌:【混合敏感】黛珂紫苏水、牛油果乳液，Albion健康水、渗透乳，IPSA流金水、自律乳，Elixir活颜水乳，CUREL水乳，Freeplus深水、爽乳，资生堂IBUKI水乳、新透白水、乳，欧珀莱臻白水乳，KOSE美白水乳，资生堂悦薇水乳，POLA黑BA水乳，WHOO华泫水、乳，黛珂白檀水乳，资生堂盼丽风姿水乳,4323233744483268,0,0,0
16,墩布挖白菜,no location,female,Lv.48,886,560084,238660,2018-07-19 20:27:00,2019-03-20 01:45:26,feed,【JD】O网页链接日本珂润（Curel）润浸舒缓乳霜40g，229，参加3件5折，买1件，凑单2件：O网页链接149到手◎L墩布挖白菜的秒拍视频,4323228719101993,0,1,9
17,咚咚抢咚抢,广东,female,Lv.14,155,43231,113481,2018-12-31 09:58:00,2019-03-20 01:45:46,feed,【JD】O网页链接日本珂润（Curel）润浸舒缓乳霜40g，229，参加3件5折，买1件，凑单2件：O网页链接149到手◎L墩布挖白菜的秒拍视频,4323228724395087,1,0,2
18,小荣不放弃,浙江温州,female,Lv.4,513,123,2250,2018-12-31 09:58:00,2019-03-20 01:46:03,feed,花王KAOCurel敏感及干燥肌肤用保湿乳霜90g花王KAOCurel敏感及干燥肌肤用保湿乳霜90g,4323199665965275,0,0,0
19,一枚三文鱼寿司,海外,female,Lv.39,543,202,6185,2018-12-31 08:03:00,2019-03-20 01:46:16,feed,新开的curel身体乳竟然没有上一瓶那股浓浓的浆糊味好幸福​,4323085706263401,0,0,0
20,小蓝鲸海淘拼单凑运费,江苏南京,female,Lv.33,596,1123,3788,2018-12-31 00:30:00,2019-03-20 01:48:06,feed,现货[爱心]Curel珂润润浸保湿卸妆蜜/啫喱干燥敏感肌用130g日本NO.1敏感肌肤护理品牌，柔软啫喱状，充分卸除口红、毛孔深处的粉刺等顽固妆容，无黏腻触感和彩妆残留，可充分洗净！有效防止肌肤粗糙！柔软啫喱状，无需用力揉搓即可轻松涂抹开。无粘腻触...,4323065331063039,0,0,0
21,懒懒的徐先森,其他,female,Lv.33,145,68,209,2018-12-30 23:09:00,2019-03-20 01:48:28,feed,Curel面霜是真爱没错了🈳️3用1囤1[嘿哈],4323056472463661,0,0,0
22,嘉宝的妈妈0508,浙江嘉兴,male,Lv.32,474,344,2377,2018-12-30 22:34:00,2019-03-20 01:48:48,feed,珂润一直是安心的代表，不打广告但真心好用的护肤牌子。他家的洁面，水乳还有面霜超级好口碑，不油腻易吸收还可以建立皮肤屏障不受外界侵害的。Curel特殊成分，补充皮肤缺少神经酰胺。可以深入到肌肤深层，带给你由内而外的滋润。温和不刺激，敏感肌孕妇宝宝都可以放心用~保湿力绝对赞，滋润不粘腻，水​展开全文c,4323038382779489,0,0,0
23,HeySongSong_,福建,female,Lv.37,287,1841,291,2018-12-30 21:22:00,2019-03-20 01:49:04,feed,❄️❄️❄️2018年度爱用（护肤彩妆篇）❄️❄️❄️-卸妆：nursery大柚子。老生常谈，还是觉得很好用，喜欢啫喱状的卸妆。-洁面：curel泡沫洁面。喜欢一按出来就是泡沫的洁面，干净不干，一直都在用，但是明年打算试试其他洁面。-水乳：黛珂紫苏水+牛油果。连续用了两三年还是很爱，夏天用真的太​展开全文c,4323015246100656,0,2,3
24,一枚靠谱的代购小仙女,其他,female,Lv.23,290,4650,4351,2018-12-30 19:50:00,2019-03-20 01:49:25,feed,日本好用の面霜推荐Curel珂润❤平价但是贵妇都夸好的面霜，成分在日系面霜中算最简洁的了，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，便宜又好用的面霜，保湿性超好～30g💵158,4323014135138739,0,0,0
25,翻车鱼可子不翻车只翻面,其他,female,Lv.34,167,293,208,2018-12-30 19:45:00,2019-03-20 01:49:45,feed,2018年度爱用品·护肤篇（应该也只会有这一个篇了P1理肤泉redermicr面部精华用上以后就懒得换别的了，温和，使用感好，不管有没有肉眼可见的奇效，俺的心已经得到了安慰和麻痹！这个a醇好像是0.1%，这管用完想试试稍微猛一点的～P2Curel面霜已经有无数人夸过无数次了，含神经酰胺，修​展开全文c,4322992266401636,1,3,8
26,买买买美妆购,贵州贵阳,female,Lv.4,17,26,108,2018-12-30 18:18:00,2019-03-20 01:50:06,feed,日本大赏Curel珂润水乳面霜敏感肌必入水乳1-2-3号都有，珂润保湿水乳面霜，去角质都非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧2石家庄·河北劳动关系职业学院,4322962532528045,0,2,0
27,面膜推荐热卖排名榜top10,上海黄浦区,female,Lv.14,330,5217,4837,2018-12-30 16:20:00,2019-03-20 01:50:23,feed,curel珂润水乳，💰240特价🉐️性价比之王，强烈推荐。专门针对敏感肌，干燥肌，用过的都说好。质地偏薄，用完皮肤像喝饱了水一样，抗衰消炎滋润，让你从根本上解决皮肤问题。它是日本花王研究室，专门为敏感肌肤设计的护肤品，是日本销量No.1敏感肌肤品牌，95%亚洲女性使用后得到明显改​展开全文c,4322956321032739,0,0,0
28,Your四,海外日本,female,Lv.41,261,1074,6113,2018-12-30 15:56:00,2019-03-20 01:50:43,feed,突然地做個小小的年終總結面霜系：lamer緊緻面膜（修復效果一流），topixreplenix夜間修復晚霜（神經醯胺、白藜蘆醇，修復抗氧化，真空按壓方式超好評）。精華系：Olaypro美白精華（淡化深色痘印一流），tune甘草精華（消炎淡化紅色新痘疤），理膚泉A醇精華（抗老），杜克pcf精華（抗氧化超​展开全文c,4322956278534803,0,0,1
29,圣儸兰口红最好看的颜色,云南昆明,female,Lv.29,536,5104,7466,2018-12-30 15:55:00,2019-03-20 01:51:04,feed,curel珂润水乳，💰240特价🉐️性价比之王，强烈推荐。专门针对敏感肌，干燥肌，用过的都说好。质地偏薄，用完皮肤像喝饱了水一样，抗衰消炎滋润，让你从根本上解决皮肤问题。它是日本花王研究室，专门为敏感肌肤设计的护肤品，是日本销量No.1敏感肌肤品牌，95%亚洲女性使用后得到明显改​展开全文c,4322955419232277,0,0,0
30,冯夏子在香港,香港其他,female,Lv.48,1954,27387,47007,2018-12-30 15:52:00,2019-03-20 01:51:23,feed,💰89花王curel珂润保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。非常适合干皮，敏感肌。好不好看评测​展开全文c,4322953242414626,0,0,0
31,香港代购YSL口红试色防晒霜推荐,吉林通化,female,Lv.30,504,574581,7947,2018-12-30 15:43:00,2019-03-20 01:51:44,feed,curel珂润水乳，💰240特价🉐️性价比之王，强烈推荐。专门针对敏感肌，干燥肌，用过的都说好。质地偏薄，用完皮肤像喝饱了水一样，抗衰消炎滋润，让你从根本上解决皮肤问题。它是日本花王研究室，专门为敏感肌肤设计的护肤品，是日本销量No.1敏感肌肤品牌，95%亚洲女性使用后得到明显改善,4322951056406692,0,0,0
32,用户6619956533,吉林长春,female,Lv.4,72,3,37,2018-12-30 15:35:00,2019-03-20 01:52:05,feed,COSME大赏面霜冠军丨Curel珂润润浸保湿滋养乳霜40g，🌿珂润浸透面霜🌿这款乳霜是花王珂润系列中cosme评分最高的一款，对修复皮脂膜有非常好的功效。不含酒精，不油腻，不干燥，易吸收，不搓泥！孕妇、敏感肌、角质层薄（红血丝）可用~​​​​O网页链接,4322949269975180,0,0,0
33,无心向学_summerLi_C,广东,female,Lv.4,72,44,302,2018-12-30 15:28:00,2019-03-20 01:52:24,feed,日本Curel珂润面霜保湿补水滋润霜乳液敏感肌孕妇可用40gO网页链接,4322949035402257,0,0,0
34,PINKO燕子包燕子包,香港,female,Lv.9,140,8434,11270,2018-12-30 15:27:00,2019-03-20 01:52:42,feed,curel珂润水乳，💵240特价🉐️性价比之王，强烈推荐。专门针对敏感肌，干燥肌，用过的都说好。质地偏薄，用完皮肤像喝饱了水一样，抗衰消炎滋润，让你从根本上解决皮肤问题。它是日本花王研究室，专门为敏感肌肤设计的护肤品，是日本销量No.1敏...,4322947504497968,0,0,0
35,菜奈子日本代购,海外日本,female,Lv.33,851,398,2341,2018-12-30 15:21:00,2019-03-20 01:53:00,feed,【菜奈子日本直送】￥145;日本本土花王Curel珂润面霜润浸滋干燥敏感肌用40g日本本土花王Curel珂润面霜润浸滋干燥敏感肌用40g,4322937953547392,0,0,0
36,平价美妆购,江苏连云港,female,Lv.9,68,9,59,2018-12-30 14:43:00,2019-03-20 01:53:21,feed,日本Curel珂润润浸保湿卸妆啫喱130gO网页链接,4322923654735764,0,0,0
37,Tei酱日代,海外日本,female,Lv.14,115,321,297,2018-12-30 13:46:00,2019-03-20 01:53:39,feed,日本代购年终特价🉐️130💓珂润面霜💓夏天可以用的cosme面霜类第一（高端部门）第一名珂润，第二名polaapex，第三名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜花王旗下的珂润，为敏感干燥肌而生的品牌。弱酸性配方，日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质地，​展开全文c,4322915628041721,0,0,0
38,somnus挚爱有天,海外澳大利亚,female,Lv.45,1204,8190,27674,2018-12-30 13:14:00,2019-03-20 01:54:00,feed,🇯🇵花王CUREL珂润保湿面霜40g干燥敏感肌肤适用，换季就需要这种温和保湿基础的护肤品！这个很能平复躁动不安的肌肤，敏感肌常备这罐，皮肤有问题的时候切换回最单纯基础的保湿往往能改善！,4322895813522841,0,0,0
39,全球购芸奢妆-jennifer,其他,female,Lv.9,49,201,677,2018-12-30 11:55:00,2019-03-20 01:57:51,feed,💗今日限时特价💗1️⃣【宁波保税发货】Redwin维他命E月见草油润肤露身体乳霜400ml滋润保湿O网页链接2️⃣小心眼洗眼液90ml/瓶去疲劳呵护双眼【国内专柜】O网页链接3️⃣新西兰8分钟面膜Jemarose8分钟极速补水急救面膜粉色山羊奶面膜10片装滋润保湿嫩白控油​展开全文c,4322891740404030,0,0,0
40,大昱儿日本直送,no location,female,Lv.47,80,56828,30210,2018-12-30 11:39:00,2019-03-20 01:57:54,feed,不夸张这几天开始清仓现货店的销售额已经翻倍还是有眼光的姑娘多呀！这个时候不囤货真的后悔哭！😎spa碳酸面膜/ks/黛珂/curel/城野医生/mamakids/rafra系列/fab系列/fracora系列/晓姿系列/naturaglace系列/ipsa系列/怡丽丝尔系列...🍒​,4322874711951071,0,14,3
41,爱上海爱美丽-爱微博,上海,female,Lv.40,60,664,5249,2018-12-30 10:31:00,2019-03-20 01:59:01,feed,❤️。寒风凛冽，热粥刚喝完Curel珂润“小姐姐”开着私车给我补货最爱的明星润唇膏从品牌入驻中国在专柜购买这些年，省心放心、礼遇优护发素，能接触头皮用（润而薄的质感）#再见2018#倒计时02天2上海,4322871986310801,0,0,0
42,火柴铺子,其他,female,Lv.6,62,8,24,2018-12-30 10:20:00,2019-03-20 01:59:05,feed,◽️1.13-1.19日本预定◾️Curel珂润润浸保湿滋养面霜40g💰165给干皮敏感肌推荐日本Curel珂润润浸保湿滋养面霜40g，干燥性敏感肌专用，日本cosme大赏面霜第一位✨，这款乳霜是珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针​展开全文c,4322773020643776,0,0,1
43,蟹老板小买手,香港其他,female,Lv.42,2803,1519,18734,2018-12-30 03:47:00,2019-03-20 01:59:11,feed,🇯🇵花王curel珂润保湿泡沫洗面奶弱酸性无香料无着色敏感肌可用！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净的~​展开全文c,4322717156612405,0,0,0
44,护肤品种草推荐代购圣罗兰口红,北京朝阳区,female,Lv.30,506,585769,8460,2018-12-30 00:05:00,2019-03-20 01:59:15,feed,curel珂润水乳，💰240特价🉐️性价比之王，强烈推荐。专门针对敏感肌，干燥肌，用过的都说好。质地偏薄，用完皮肤像喝饱了水一样，抗衰消炎滋润，让你从根本上解决皮肤问题。它是日本花王研究室，专门为敏感肌肤设计的护肤品，是日本销量No.1敏...,4322716989549100,0,0,0
45,mcnikiii,天津,female,Lv.39,654,887,339,2018-12-30 00:05:00,2019-03-20 01:59:19,feed,🈳️瓶记录1⃣️curel面霜奶油质地敏感肌🉑️干皮🉑️本沙漠觉得无功无过不会再买辽2⃣️资生堂红妍精华我滴真爱年初因为用科颜氏长了一脑门痘痘闭口了手欠全都抠破了一塌糊涂脸简直没法看之后每天正常清洁➕依云喷雾蘸干➕红腰子没几天就好了！就好了！从此我就爱上辽这个是相当于​展开全文c,4322679945849346,0,18,0
46,sweet-cake榴芒小姐,湖北武汉,female,Lv.42,138,7043,4595,2018-12-29 21:37:00,2019-03-20 01:59:22,feed,花王curel珂润乳液120ml特价140元这款乳液虽然稀薄但抹开后水润感十足吸收很快保湿度非常赞不亏整个系列都是为干燥敏感肌肤所研发！适合易过敏或正在过敏的人群包括肌肤比较脆弱有红血丝的偏干人群都可以使用！吸收后肤感细腻柔滑毫无油腻感~联系方式看置顶微博,4322678658051630,0,0,0
47,女闲人的猫,其他,female,Lv.43,2309,13595,2798,2018-12-29 21:32:00,2019-03-20 01:59:24,feed,空瓶记丨近三个月用空的俩防晒。▫️FanclFDR纯物理防晒SPF25初始觉不好推匀易有轻微拉扯感，但先用滋润护肤打底后，此问题不复存在。中度润色美白，后续叠加彩妆蛮服帖的，这是最让我满意的点。上脸温和存在感低，带妆一整天后可能轻微拔干，但不明显，很容易卸干净。也曾担心它的防晒能力，但通​展开全文c,4322663713175407,0,3,17
48,莫莫的小熊猫,广东汕头,female,Lv.32,937,1734,7546,2018-12-29 20:33:00,2019-03-20 01:59:30,feed,@Curel珂润作为珂润脑残粉，只希望下次抽奖能抽中我​,4322646328400561,0,0,0
49,一堆小饼干,浙江宁波,female,Lv.43,1106,980,1683,2018-12-29 19:24:00,2019-03-20 01:59:33,feed,每年冬天必备的三大金刚就是lamer精粹水、雪花秀润燥和curel面霜。​,4322645614913636,0,0,0
50,玲_大大就素我,广东揭阳,female,Lv.20,536,718,4552,2018-12-29 19:21:00,2019-03-20 01:59:35,feed,花王curel珂润保湿泡沫洗面奶150ml超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。非常适合干皮，敏感肌，推荐O网页链接,4322644431998046,0,0,0
51,嫣然美妆实体店,广东,female,Lv.43,3156,4483,6705,2018-12-29 19:16:00,2019-03-20 02:00:45,feed,Curel珂润最新出的紫色抗初老系列40g在原有保湿修复的基础上强化了抗老紧致的功效，保湿滋润和修复的功效比基础系列做的更好，妈妈级的皮肤一般会比较干，如果想送妈妈或者想要抗初老，那是个性价比很高的选择，特润型也很好吸收，针对贴心的使用感还出了一个啫喱状的，适合油性​展开全文c,4322624395538232,0,0,2
52,辣妈tina,上海徐汇区,female,Lv.41,682,1406,28006,2018-12-29 17:57:00,2019-03-20 02:00:47,feed,🇯🇵curel珂润水乳，性价比之王。强烈推荐，其实珂润的产品非常好用，且平价专门针对敏感肌，干燥肌，孕妇，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护...​,4322619245085533,0,0,0
53,辣妈tina,上海徐汇区,female,Lv.41,682,1406,28006,2018-12-29 17:36:00,2019-03-20 02:00:49,feed,秋冬首推🇯🇵Curel珂润面霜。日本连续3年cosme大赏面霜第一位👑cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品。,4322618725130876,0,0,0
54,vicky香港美妆店,no location,female,Lv.48,492,52369,19906,2018-12-29 17:34:00,2019-03-20 02:00:52,feed,ahc，娇兰，怡丽丝尔，木瓜膏，bb面膜，胃散，雅诗兰黛，久光贴，娇兰，curel面霜，香奶奶粉心，gucci香水小样套装370一套四瓶5毫升，sk2神仙水330毫升1560一支2香港,4322612278401579,0,0,0
55,魂魂姐,北京,female,Lv.4,63,24,274,2018-12-29 17:09:00,2019-03-20 02:00:57,feed,小颠儿日本Curel珂润润浸保湿滋养面霜（敏感肌可用）好吸收【在售价】145.00元【券后价】140.00元【下单链接】O网页链接-----------------复制这条信息，￥VqH1bLv52PU￥，打开【手机淘宝】即可下单,4322597229377347,0,0,0
56,完颜韩代-正品跨境购,香港其他,female,Lv.17,1524,398,5447,2018-12-29 16:09:00,2019-03-20 02:01:01,feed,这个面霜太难找了！！知道你为什么敷面膜用了水乳上妆还是卡粉吗？除了精华以外你还差款面霜，面霜是最后一步锁住皮肤水分的，是很重要的一步护肤，所以买不起sk2的和lamer我强推珂润面霜的Curel珂润保湿面霜40ml，质地就是传统的面霜质地，丝质柔滑，一年四季都好用，只要你感觉皮肤干躁不适敏感都可​展开全文c,4322596201669270,0,0,0
57,桃小妞海外代购,上海,female,Lv.4,37,233,6938,2018-12-29 16:05:00,2019-03-20 02:01:03,feed,接预定Curel珂润面霜～日本连续3年cosme大赏面霜第一位👑cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品💵168,4322582591089716,0,0,0
58,Dear_從前慢,海外美国,male,Lv.22,152,101,3358,2018-12-29 15:11:00,2019-03-20 02:02:05,feed,@PhoeebeYuucurel的东西美国也有，不知道和日本的是不是同一个生产商？,4322581782242292,0,0,0
59,思念一個人ww,河南,female,Lv.29,588,235,1284,2018-12-28 19:00:00,2019-03-20 02:02:23,feed,日本Curel珂润润浸保湿滋养面霜40g～这款乳霜是花王珂润系列中cosme评分最高的一款产品～成分在日系面霜中算最简洁的～对修复皮脂膜有非常好的功效～本身这个系列就是针对敏感干燥肌肤所研发～肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品～～2平顶山·新华区,4322578409742417,0,0,0
60,思念一個人ww,河南,female,Lv.29,588,235,1284,2018-12-29 14:54:00,2019-03-20 02:02:25,feed,🎗Curel珂润高保湿面霜40g日本cosme大赏面霜第一位👑这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品。性敏感肌专用‼️​展开全文c,4322578350806217,0,0,0
61,阿灰日本代购,海外日本,female,Lv.43,556,7004,10745,2018-12-29 14:54:00,2019-03-20 02:03:31,feed,Curel珂润kissme曼丹卸妆dhc唇膏minon水乳2日本,4322577356658683,0,0,0
62,ZLY351738175,香港其他,female,Lv.9,73,726,10830,2018-12-29 14:50:00,2019-03-20 02:03:35,feed,💰145🇯🇵curel珂润面霜。不用推荐一直有人回购的面霜！换季必备💭过渡季节一定要用它！保湿又滋润，绝对不油腻，不糊脸，感觉水乳精华都被它封锁在肌肤里啦[得意]。一年四季都好用的单品~看看多少网红在用它！真心推荐！2香港特别行政区·观塘区,4322570423285933,0,0,0
63,ZLY351738175,香港其他,female,Lv.9,73,726,10830,2018-12-29 14:22:00,2019-03-20 02:03:37,feed,水💰125。乳液💰135。🇯🇵日本curel珂润水乳，敏感皮专用。（不分肤质）💦单纯补水保湿，毫无刺激，柔润好吸收！油皮用1号，干皮用2号。乳液是不分的，所有肤质都能用👌🏻2香港特别行政区·黄大仙区,4322570087853205,0,0,0
64,ZLY351738175,香港其他,female,Lv.9,73,726,10830,2018-12-29 14:21:00,2019-03-20 02:03:39,feed,💰145🇯🇵curel珂润面霜。不用推荐一直有人回购的面霜！换季必备💭过渡季节一定要用它！保湿又滋润，绝对不油腻，不糊脸，感觉水乳精华都被它封锁在肌肤里啦[得意]。一年四季都好用的单品~看看多少网红在用它！真心推荐！2香港特别行政区·观塘区,4322570012685786,0,0,0
65,鱼q韩代-代购,湖南,female,Lv.39,416,7130,25327,2018-12-29 14:21:00,2019-03-20 02:03:41,feed,这个面霜太难找买了！又是断货又是限购的！！！🈶️现货💰140不包邮知道你为什么敷面膜用了水乳上妆还是卡粉吗？除了精华以外你还差款面霜，面霜是最后一步锁住皮肤水分的，是很重要的一步护肤，所以买不起sk2的和lamer我强推珂润面霜的Curel珂润保湿面霜40ml，质地就是传统的面霜质地，丝质柔滑​展开全文c,4322563892552243,0,0,0
66,熊老板店长日志,其他,female,Lv.4,149,158,578,2018-12-29 13:56:00,2019-03-20 02:03:47,feed,curel紫色啫喱面霜博主推荐噢这么好的东西没想到变得如此小众​,4322527700694917,0,0,0
67,王自生王,广东深圳,male,Lv.48,248,594729,68584,2018-12-29 11:32:00,2019-03-20 02:04:07,feed,日本花王Curel珂润面霜润浸滋养乳霜滋润补水保湿学生孕妇用40g立即抢购：【3元券】微博专享限时领券王自生,4322526903159188,0,0,0
68,日本专业日本代购,江苏,female,Lv.4,38,108,261,2018-12-29 11:29:00,2019-03-20 02:04:12,feed,花王curel珂润保湿泡沫洗面奶，孕妇、敏感肌可用！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净的。​,4322526840515501,0,0,0
