,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,ParentMid,Share,Comment,Good
116,MONOGRAMLVO,None,None,None,None,None,None,None,None,comment,回复@我家俩主播:欧！是的！我已经离不开契尔氏那个高保湿面霜了！而且洗面奶也只能用干皮用的，我也是被自己惊呆了...,4321825296847534,None,None,None
117,我家俩主播,None,None,None,None,None,None,None,None,comment,回复@MONOGRAMLVO:好好补水，那里太干了,4321825296847534,None,None,None
118,MONOGRAMLVO,None,None,None,None,None,None,None,None,comment,回复@我家俩主播:啊哈哈，那我马上就没雾霾了！,4321825296847534,None,None,None
119,我家俩主播,None,None,None,None,None,None,None,None,comment,回复@MONOGRAMLVO:她们没有蓝光污染，没有雾霾,4321825296847534,None,None,None
120,MONOGRAMLVO,None,None,None,None,None,None,None,None,comment,回复@我家俩主播:真的...给你见下我外婆...,4321825296847534,None,None,None
121,我家俩主播,None,None,None,None,None,None,None,None,comment,回复@MONOGRAMLVO:不不不，错误观念,4321825296847534,None,None,None
122,MONOGRAMLVO,None,None,None,None,None,None,None,None,comment,回复@我家俩主播:我一直觉得皮肤是天生的...当然除皱保湿还是要的,4321825296847534,None,None,None
123,我家俩主播,None,None,None,None,None,None,None,None,comment,擦，你天生丽质啊！,4321825296847534,None,None,None
124,吞吐思量多音,None,None,None,None,None,None,None,None,comment,真喜欢呢,4321803801761952,None,None,None
125,据说名字越长的人长得越是好看,None,None,None,None,None,None,None,None,comment,我的是天生的，去年才弄好,4321787502605288,None,None,None
126,此人危险168,None,None,None,None,None,None,None,None,comment,敏感肌很好弄哦，我早就弄好了,4321787502605288,None,None,None
127,丸子小姐就是我,None,None,None,None,None,None,None,None,comment,本来上来看看你有什么推荐品的，看到这条理智了,4321550150241356,None,None,None
128,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@Peezaiii:我搜妻子搜到了哈哈哈，艾特你了,4321550150241356,None,None,None
129,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@Peezaiii:真是太可恶了！我自己也是各种搜不到，想骂人🤬你要看哪个？给你找链接,4321550150241356,None,None,None
130,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@buti-chaser:哎，觉得自己好不懂理财,4321550150241356,None,None,None
131,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@Moon-zero:hacci卸妆油太难用了，导致一直不想开卸妆乳蓝瘦子是物化结合吧，我只能用纯物理,4321550150241356,None,None,None
132,Moon-zero,None,None,None,None,None,None,None,None,comment,,4321550150241356,None,None,None
133,buti-chaser,None,None,None,None,None,None,None,None,comment,,4321550150241356,None,None,None
134,Peezaiii,None,None,None,None,None,None,None,None,comment,真的！！我想搜你发的ct啥也搜不出,4321550150241356,None,None,None
135,小秋秋秋儿-,None,None,None,None,None,None,None,None,comment,回复@大昱儿日本直送:好心疼呀，买两瓶小的好了,4321535487590427,None,None,None
136,大昱儿日本直送,None,None,None,None,None,None,None,None,comment,回复@小秋秋秋儿-:应该是拍完了亲,4321535487590427,None,None,None
137,Summer江南楚韵,None,None,None,None,None,None,None,None,comment,第二波什么时候呀？,4321535487590427,None,None,None
138,你好学霸王小美,None,None,None,None,None,None,None,None,comment,内服咋没有活动呢,4321535487590427,None,None,None
139,小秋秋秋儿-,None,None,None,None,None,None,None,None,comment,回复@大昱儿日本直送:小🐟～我只看到店里有150g的呀，没有470的呢,4321535487590427,None,None,None
140,大昱儿日本直送,None,None,None,None,None,None,None,None,comment,,4321535487590427,None,None,None
141,cc习蒙,None,None,None,None,None,None,None,None,comment,以后现货店不开了嘛,4321535487590427,None,None,None
142,大昱儿日本直送,None,None,None,None,None,None,None,None,comment,,4321535487590427,None,None,None
143,木登duangduang,None,None,None,None,None,None,None,None,comment,小昱小昱，蜂浆粉底有没有活动啊？,4321535487590427,None,None,None
144,大昱儿日本直送,None,None,None,None,None,None,None,None,comment,,4321535487590427,None,None,None
145,香港代購購購gogogo,None,None,None,None,None,None,None,None,comment,花王curel珂润保湿泡沫洗面奶150ml,4321497260676537,None,None,None
146,YMM客源_j12,None,None,None,None,None,None,None,None,comment,喜欢呢，么么哒,4321417103224429,None,None,None
147,香港代購購購gogogo,None,None,None,None,None,None,None,None,comment,Curel珂润高保湿面霜40g,4321227902222685,None,None,None
148,Curel珂润,None,None,None,None,None,None,None,None,comment,,4321214073716117,None,None,None
149,Curel珂润,None,None,None,None,None,None,None,None,comment,,4321214073716117,None,None,None
150,晓明19658,None,None,None,None,None,None,None,None,comment,HFP也是神经鲩胺,4321199753893752,None,None,None
151,咸香鱼干,None,None,None,None,None,None,None,None,comment,我之前看有博主测评说里面的防腐剂不能代谢……对乳腺不友好……吓得我都不敢用了🙈,4321199753893752,None,None,None
152,噢这样啊口亨,None,None,None,None,None,None,None,None,comment,,4321199753893752,None,None,None
153,噢这样啊口亨,None,None,None,None,None,None,None,None,comment,,4321199753893752,None,None,None
154,西柚子Crazy,None,None,None,None,None,None,None,None,comment,回复@AiccEver:好哒,4321199753893752,None,None,None
155,turbohsm,None,None,None,None,None,None,None,None,comment,哈哈哈，这个面霜也是老姐姐的日常囤货，早晚都用，有好价记得分享哦,4321199753893752,None,None,None
156,西柚子Crazy,None,None,None,None,None,None,None,None,comment,回复@喵喵sayme:😄,4321199753893752,None,None,None
157,喵喵sayme,None,None,None,None,None,None,None,None,comment,我用了长痘，所以用来擦手了，所以最近干活那么多，手还是挺不错,4321199753893752,None,None,None
158,咔咔卷,None,None,None,None,None,None,None,None,comment,回复@西柚子Crazy:嗯嗯,4321199753893752,None,None,None
159,_Wowshakalaka,None,None,None,None,None,None,None,None,comment,,4321199753893752,None,None,None
160,双双松松,None,None,None,None,None,None,None,None,comment,6,4321182146809098,None,None,None
161,海绵酱的工作室,None,None,None,None,None,None,None,None,comment,日本直邮现货,4321098567251370,None,None,None
162,影流阮件冰浅103,None,None,None,None,None,None,None,None,comment,看看来了,4321089545409164,None,None,None
163,一颗瓜百,None,None,None,None,None,None,None,None,comment,,4321070280431912,None,None,None
164,清迈小迷妹,None,None,None,None,None,None,None,None,comment,圣诞愿望：早日学成归国与家人团聚！最温暖的就是留学时候和中国伙伴在美国度过的圣诞节，我为他们准备圣诞大餐，他们送我贴心厨具礼物。圣诞装饰叮叮当，铃儿响叮当。美轮美奂的布置，精致的点缀，美味的大餐。只为我们这些华人在寒冷的冬日度过一个红火节日，温暖无比@Curel珂润http://t.cn/E4Wxx5G,4321028811355125,None,None,None
165,小乔的大乔梦,None,None,None,None,None,None,None,None,comment,在家邀请朋友一起度过圣诞，雪花盛开着温暖，人间弥漫着蜜甜，烟筒袅袅出炊烟，火炉暖暖着慵懒，，顽童讨要着果糖，驯鹿跑出来健康。我的圣诞愿望是，希望圣诞老人变成我的随从，每天跟他提一个愿望，因为我的愿望实在太多了——世界和平，世人幸福，家人健康，朋友平安，我很有钱@Curel珂润,4320888432842648,None,None,None
166,多酱多料老北京,None,None,None,None,None,None,None,None,comment,回想小时候，考双百+家里有结余+老妈心情好+风和日丽+圣诞节=肯德基。长大了才知道家里条件不好，每次吃肯德基，妈妈都得吃一礼拜的馒头配开水。我的愿望就是帮妈妈重塑年轻，送她一套护肤品，让从不打扮护肤的妈妈也美一回@Curel珂润,4320887433412319,None,None,None
167,vicky香港美妆店,None,None,None,None,None,None,None,None,comment,回复@喵啦君:567,4320769452986117,None,None,None
168,喵啦君,None,None,None,None,None,None,None,None,comment,蜜蜂手链多价,4320769452986117,None,None,None
169,vicky香港美妆店,None,None,None,None,None,None,None,None,comment,回复@软软的kairy:私信了,4320769452986117,None,None,None
170,软软的kairy,None,None,None,None,None,None,None,None,comment,,4320769452986117,None,None,None
171,爱吃的小小小小小静123,None,None,None,None,None,None,None,None,comment,,4320757854574893,None,None,None
172,字句皆是你li,None,None,None,None,None,None,None,None,comment,,4320757854574893,None,None,None
173,清迈小迷妹,None,None,None,None,None,None,None,None,comment,圣诞愿望：早日学成归国与家人团聚！最温暖的就是留学时候和中国伙伴在美国度过的圣诞节，我为他们准备圣诞大餐，他们送我贴心厨具礼物。圣诞装饰叮叮当，铃儿响叮当。美轮美奂的布置，精致的点缀，美味的大餐。只为我们这些华人在寒冷的冬日度过一个红火节日，温暖无比@Curel珂润http://t.cn/E4Wxx5G,4320432712726616,None,None,None
174,一颗瓜百,None,None,None,None,None,None,None,None,comment,,4320430381127980,None,None,None
175,多酱多料老北京,None,None,None,None,None,None,None,None,comment,回想小时候，考双百+家里有结余+老妈心情好+风和日丽+圣诞节=肯德基。长大了才知道家里条件不好，每次吃肯德基，妈妈都得吃一礼拜的馒头配开水。我的愿望就是帮妈妈重塑年轻，送她一套护肤品，让从不打扮护肤的妈妈也美一回@Curel珂润,4320428401318712,None,None,None
176,小乔的大乔梦,None,None,None,None,None,None,None,None,comment,在家邀请朋友一起度过圣诞，雪花盛开着温暖，人间弥漫着蜜甜，烟筒袅袅出炊烟，火炉暖暖着慵懒，，顽童讨要着果糖，驯鹿跑出来健康。我的圣诞愿望是，希望圣诞老人变成我的随从，每天跟他提一个愿望，因为我的愿望实在太多了——世界和平，世人幸福，家人健康，朋友平安，我很有钱@Curel珂润,4320425456596472,None,None,None
177,YMM客源_k70,None,None,None,None,None,None,None,None,comment,感觉好棒,4320145181043802,None,None,None
178,YMM客源_o408,None,None,None,None,None,None,None,None,comment,喜欢哦，喜欢,4320145181043802,None,None,None
179,YMM客源_c29,None,None,None,None,None,None,None,None,comment,真心喜欢哦,4320145181043802,None,None,None
180,哇彩虹好美哦,None,None,None,None,None,None,None,None,comment,,4320075953628629,None,None,None
181,影流阮件冰浅071,None,None,None,None,None,None,None,None,comment,点赞下！,4320014246622087,None,None,None
182,-B青春永不言弃,None,None,None,None,None,None,None,None,comment,[1]【5元券】微博专享限时领券,4319924577060795,None,None,None
183,林晓曲,None,None,None,None,None,None,None,None,comment,有多好用，要被种草了,4319782063263270,None,None,None
184,日本代购-77的日代小铺,None,None,None,None,None,None,None,None,comment,回复@精莹T透:就珂润或者minon或者haba都可以用,4319726832275434,None,None,None
185,精莹T透,None,None,None,None,None,None,None,None,comment,请问下按照正常敏感肌护肤步骤，用珂润产品，适合搭配哪些水乳精华和霜？,4319726832275434,None,None,None
186,日本代购-77的日代小铺,None,None,None,None,None,None,None,None,comment,回复@Beenle_lcey小小小小涵:过敏是简单，过敏体质不容易调，特别是皮肤，不能乱用,4319726832275434,None,None,None
187,日本代购-77的日代小铺,None,None,None,None,None,None,None,None,comment,回复@小小小天黑了:敏感肌有敏感肌专用，不能乱用其他产品的哦,4319726832275434,None,None,None
188,Beenle_lcey小小小小涵,None,None,None,None,None,None,None,None,comment,我觉的过敏好弄啊，我现在都完全好了呀,4319726832275434,None,None,None
189,风龙卷吖,None,None,None,None,None,None,None,None,comment,敏感肌修复就行了！我就是修复好的！,4319726832275434,None,None,None
190,小小小天黑了,None,None,None,None,None,None,None,None,comment,我也是敏感肌呀，用啥啥敏感，还好给弄好了啊,4319726832275434,None,None,None
191,我的碗不平XD,None,None,None,None,None,None,None,None,comment,请问网易考拉上的珂润是正品吗？,4319710922807454,None,None,None
192,Curel珂润,None,None,None,None,None,None,None,None,comment,,4319710922807454,None,None,None
193,Curel珂润,None,None,None,None,None,None,None,None,comment,,4319710922807454,None,None,None
194,如意吃货小当家,None,None,None,None,None,None,None,None,comment,回复@如意吃货小当家:,4319710922807454,None,None,None
195,如意吃货小当家,None,None,None,None,None,None,None,None,comment,,4319710922807454,None,None,None
196,ELEVENCHEN_11,None,None,None,None,None,None,None,None,comment,希望2019能够开心一点@Curel珂润,4319710922807454,None,None,None
197,压着马路找cp,None,None,None,None,None,None,None,None,comment,终于考研结束啦，在这难得的假期里，我没有出去过圣诞节。虽然少了一点点节日的气氛，但是冷冷的冬日窝在被子里也很幸福呢～比起前几年来说，今年最大的圣诞愿望当然是考研过过过啦！愿接下来的一年，诸事顺遂🙏@Curel珂润,4319710922807454,None,None,None
198,Emma王芯馨,None,None,None,None,None,None,None,None,comment,圣诞心愿期末英语考试考出好成绩@Curel珂润,4319710922807454,None,None,None
199,奥特曼小豆豆豆,None,None,None,None,None,None,None,None,comment,2018年，还没开始认真算过，已准备离我们而去。猛地回头，人生三大事都在今年发生了，换了心仪的工作，加入房奴的大军，进入创业的艰难，每件都经历了不一样的艰难最终都顺利挺过来了。希望新年可以组建自己的家庭，坚信会越走越好，越走越平。@江门热门事儿@小豆豆的宝贝@奥特曼小豆,4319710922807454,None,None,None
200,爱吐泡泡的小小小小鱼儿,None,None,None,None,None,None,None,None,comment,只愿家人身体健康，平安幸福，感恩！@Curel珂润,4319710922807454,None,None,None
201,Minonoiii,None,None,None,None,None,None,None,None,comment,回复@vicky香港美妆店:好吧,4319695551841174,None,None,None
202,vicky香港美妆店,None,None,None,None,None,None,None,None,comment,回复@Minonoiii:年后采购,4319695551841174,None,None,None
203,Minonoiii,None,None,None,None,None,None,None,None,comment,737还有吗,4319695551841174,None,None,None
204,橙子味奶昔,None,None,None,None,None,None,None,None,comment,,4319695551841174,None,None,None
205,HEYHEYdeer,None,None,None,None,None,None,None,None,comment,回复@小师妹on_the_way:我刚看官方说的是啫喱哎，感觉质地挺乳的哈哈哈哈,4319475895045051,None,None,None
206,小师妹on_the_way,None,None,None,None,None,None,None,None,comment,柚子的那个不是啫喱咩,4319475895045051,None,None,None
207,抖音客源j,None,None,None,None,None,None,None,None,comment,喜欢,4319396426626855,None,None,None
208,披袈裟的小王八,None,None,None,None,None,None,None,None,comment,前天去上水，你们curel的面霜没货,4319313689302525,None,None,None
209,Sincerely卓萱,None,None,None,None,None,None,None,None,comment,贴心,4319270152092165,None,None,None
210,WO要改微博名字,None,None,None,None,None,None,None,None,comment,第一反应，小威哥你被盗号了嘛哈哈哈,4319270152092165,None,None,None
211,猪突猛进的白煮蛋,None,None,None,None,None,None,None,None,comment,回复@艾十一爷:是真的，只要用过泡沫款就回不去了,4319268167888405,None,None,None
212,艾十一爷,None,None,None,None,None,None,None,None,comment,我这次就准备买……用了泡沫类的就不想用别的要手搓泡沫的了。目前一直用的是欧缇丽的泡沫洁面。上次去日本买了面霜，简直不要太喜欢。正好现在这个洗脸的要用完了，准备换珂润～,4319268167888405,None,None,None
213,猪突猛进的白煮蛋,None,None,None,None,None,None,None,None,comment,回复@鹿车车车:对呀对呀！本年度买的最满意的产品,4319268167888405,None,None,None
214,鹿车车车,None,None,None,None,None,None,None,None,comment,是真的好用,4319268167888405,None,None,None
