,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
10,星星泰国日本韩妆代购小CK招代理,海外,female,Lv.9,193,23114,6140,2019-02-15 18:01:00,2019-03-20 11:20:35,feed,🌟：Curel珂润保湿面霜cosme大赏第一！质地就是传统的面霜质地，丝质柔滑白色奶油，推开，揉进肌肤瞬间的事情，一年四季都好用，完全不油腻，保湿又滋润，绝对值得推荐！孕妇、敏感肌都可以用～#韩妆代购##代购##招代理##代购代理##YSL##泰国代购##日代##写给彩妆入门新手##我的平价好物#​展开全文c,4340020036636295,0,0, 2
11,salomeaa,其他,female,Lv.4,0,2,8,2019-02-15 17:34:00,2019-03-20 11:20:40,feed,#洗面奶#德国世家那个品牌除了卸妆乳，别的产品和我都满合的，不过近一年因为嫌弃海淘快递速度就很少买了，ba一般至少下单后要两周才能到手。洁面泡沫呢，则是打开洁面新大门，真的超适合懒人，不用自己搓，也不用找起泡网~P1.Dr.Hauschka德国世界律动洁面膏50mlP2.Curel珂润润浸保湿洁颜泡沫​展开全文c,4340013271288094,0,0,0
12,王自生王,广东深圳,male,Lv.48,248,594833,68595,2019-02-15 17:08:00,2019-03-20 11:20:43,feed,日本Curel珂润保湿水乳套装敏感肌干燥肌护肤品化妆水2号保湿型保湿乳液O网页链接王自生​,4340006724664087,0,0,0
13,深圳华强北富民外贸城4F61号,广东深圳,female,Lv.7,119,36,262,2019-02-15 16:57:00,2019-03-20 11:20:46,feed,✌🏼Curel～珂润保湿泡沫洗面奶💦弱酸性🙅无香料🙅无着色✔️超丰富细腻的泡沫，绝对值得拥有👍泡沫绵密，温和洁净不紧绷！非常清爽，感觉每个毛孔都干干净净……适合所有肤质，敏感肌同样适合！​,4340003914250627,0,0,0
14,vicky香港美妆店,no location,female,Lv.48,492,52370,19906,2019-02-15 16:45:00,2019-03-20 11:20:50,feed,玉兰油小白瓶淡斑精华，碧欧泉，蓓丽，雅诗兰黛，娇兰，tf，makeup，阿玛尼，bb面膜，curel，fancl无添加，sk2眼霜套装拆开卖470一个，杜克精华，sk2面霜，lush​,4340000889644580,0,0,0
15,诗婕很nice,江苏,female,Lv.4,151,343,4903,2019-02-15 15:53:00,2019-03-20 11:20:53,feed,日本curel珂润润浸保湿滋润面霜40g这款面霜可以说是闭着眼睛买完全没毛病干燥性敏感肌专用❗️日本cosme大赏面霜第一位🏆任何人都不会踩雷的一款可以搭配任何化妆水​,4339987954539292,0,0,0
16,jessie丹丹,广东广州,female,Lv.46,518,516174,2045,2019-02-15 15:18:00,2019-03-20 11:20:57,feed,爱用品种草今年过还会无限回购的爱用品❤️SK-II神仙水虽然用来湿敷很费，但是感觉湿敷效果最好啦！❤️SUQQU毛孔洗净精华液无限回购！可以每天用，角质层薄也不怕，对小粉刺很有用，用了几天下巴就光滑光滑的❤️悦木之源菌菇水之前也推荐过，就是好用不接受任何反驳！❤️HR赫莲​展开全文c,4339979192777449,572,684, 821
17,水之舞美妆实体店,福建,female,Lv.7,146,106,480,2019-02-15 12:20:00,2019-03-20 11:21:01,feed,【❤️珂润面霜到货了✈️】💰165今年珂润面霜是真的各大美妆博主都在推荐‼️我有货我骄傲😝😝谁叫它是cosme大赏头衔随便拿的curel面霜啊😘一到秋冬就各大药妆店断货，抗敏感、滋润、保湿不油腻✅混油皮到干皮都可以使用，几乎是大部分人群都适合2福州·象园​,4339934254918456,0,0,0
18,糯米酱日澳生活馆,浙江宁波,male,Lv.47,1645,10787,16304,2019-02-15 12:10:00,2019-03-20 11:21:10,feed,"现货#真正没有老废角质就不会产生搓泥的去角质啫喱～🇯🇵curel珂润去角质活化凝胶，用一次爱一次～敏感肌必备，用完脸一点也不干，不含酒精、不用担心去角质把角质层变薄，90%的成分是水，但别以为这样就达不到去角质效果，稍微按摩几下,老废角质就全部出来啦​",4339931772199535,0,0,0
19,用户6981919103,其他,male,Lv.7,43,9,252,2019-02-15 12:05:00,2019-03-20 11:21:14,feed,🔻［日本curel珂润保湿面霜40g］这款面霜可以说是闭着眼睛买🙈完全没毛病干燥性敏感肌专用❗️日本cosme大赏面霜第一位🏆任何人都不会踩雷的一款可以搭配任何化妆水💦​,4339930526882828,0,0, 2
20,纤乐化妆品-潮州店,广东潮州,female,Lv.47,222,3117,52573,2019-02-15 10:51:00,2019-03-20 11:23:10,feed,"Curel珂润卸妆啫喱蜜130g如果你是敏感性肌肤那么这款超适合你可以卸除恋爱魔镜的眼妆~~质地比蜂蜜略硬,取一元硬币大小膏体在脸上轻推按摩,等彩妆溶解后,以清水充分乳化洗净.弱酸性,无香料,无着色,经过敏感肌测试,无添加酒精。卸完后肌肤感觉:(完全不会油油的或是太干燥)​",4339911870230189,0,0,0
21,用户6981919103,其他,male,Lv.7,43,9,252,2019-02-14 23:08:00,2019-03-20 11:23:32,feed,🔻［日本curel珂润保湿面霜40g］这款面霜可以说是闭着眼睛买🙈完全没毛病干燥性敏感肌专用❗️日本cosme大赏面霜第一位🏆任何人都不会踩雷的一款可以搭配任何化妆水💦​,4339735004613155,0,0, 2
22,马上什么都有代购,山东潍坊,female,Lv.9,261,82,60,2019-02-14 21:34:00,2019-03-20 11:23:37,feed,125。💁日本Curel珂润保湿面霜40g159♥️干燥性敏感肌，cosme评分最高的一款产品，成分在日系面霜中最简洁，对修复皮脂膜有非常好的功效。针对敏感干燥肌肤，肌肤干燥脆弱、皮薄有红血丝皮肤，不油腻，保湿又滋润，孕妇，敏感肌都可以用。​,4339711218739091,0,4, 1
23,SUPERNANA香港代购,香港黄大仙区,female,Lv.48,347,14063,6572,2019-02-14 20:08:00,2019-03-20 11:23:41,feed,日本Curel珂润保湿滋养面霜40g日本cosme大赏面霜第一位👑是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品，性敏感肌专用‼️​,4339689642555395,0,0,0
24,嘻嘻团,陕西西安,female,Lv.14,186,165029,24657,2018-08-04 17:09:00,2019-03-20 11:24:07,feed,#嘻嘻功课#curel卸妆蜜，今晚8点30团，还有珂润洁面一起哦,4339650263291212,0,0,0
25,美妆化妆品护肤品口红,浙江宁波,female,Lv.37,573,632,555,2019-02-14 16:17:00,2019-03-20 11:24:31,feed,🌟：Curel珂润保湿面霜cosme大赏第一！质地就是传统的面霜质地，丝质柔滑白色奶油，推开，揉进肌肤瞬间的事情，一年四季都好用，完全不油腻，保湿又滋润，绝对值得推荐！孕妇、敏感肌都可以用～​,4339631443363200,0,0, 1
26,TF纪梵希YSL口红唇釉试色种草,海外,female,Lv.29,498,23939,6966,2019-02-14 15:46:00,2019-03-20 11:24:51,feed,花王curel珂润保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色❎超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密❇❇用完脸上不紧绷✅皮肤滑滑的✅不油腻✅很温和✅打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽🍃🀮..​,4339623675417290,0,0,0
27,韩妆圣罗兰ysl口红唇釉种草代购,其他,female,Lv.32,335,58806,8909,2019-02-14 15:46:00,2019-03-20 11:25:10,feed,花王curel珂润保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色❎超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密❇❇用完脸上不紧绷✅皮肤滑滑的✅不油腻✅很温和✅打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽🍃🀮..​,4339623658607374,0,0,0
28,AHC水乳ysl阿玛尼口红唇釉推荐,海外其他,female,Lv.27,1062,21635,6996,2019-02-14 15:46:00,2019-03-20 11:25:29,feed,花王curel珂润保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色❎超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密❇❇用完脸上不紧绷✅皮肤滑滑的✅不油腻✅很温和✅打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽🍃🀮..​,4339623658609099,0,0,0
29,日本代购macysl口红种草试色推荐,海外日本,female,Lv.33,386,210108,13676,2019-02-14 15:41:00,2019-03-20 11:25:51,feed,花王curel珂润保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色❌超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密✨✨用完脸上不紧绷✅皮肤滑滑的✅不油腻✅很温和✅打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽🍃🍃很舒服。非常适合干皮，敏感肌。​展开全文c,4339622568490498,0,0,0
30,香港代购日本韩妆俄罗斯口红推荐,香港中西区,female,Lv.37,1313,1887283,4116,2019-02-14 14:25:00,2019-03-20 11:26:12,feed,日本curel珂润润浸保湿滋润面霜40g这款面霜可以说是闭着眼睛买完全没毛病干燥性敏感肌专用❗️日本cosme大赏面霜第一位🏆任何人都不会踩雷的一款可以搭配任何化妆水​,4339603416853639,1,0, 1
31,巧克力雪梨酱,上海浦东新区,female,Lv.37,340,974,998,2019-02-14 13:51:00,2019-03-20 11:26:31,feed,#空瓶记#CUREL珂润面霜敏感干燥肌的福音日本cosme大赏面霜第一位👑成分简洁，主打温和保湿防过敏，含有神经酰胺，对修复皮脂膜有很好的功效，皮肤薄有红血丝的人群应该要试一下。同时也能镇定控油，所以痘痘肌同样适合。质地奶油状好推开，上脸不会油腻和闷，擦完皮肤软软的，算是比较平价带有​展开全文c,4339594709406519,0,1,0
32,时尚密码美妆,北京,female,Lv.4,1,24,175,2019-02-14 13:04:00,2019-03-20 11:26:52,feed,44花王珂润面霜40g，它拿下17年cosme面霜类第一（高端部门），第1️⃣名珂润，第2️⃣名polaapex，第3️⃣名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜。花王旗下的药妆品牌🏅为敏感干燥肌而生的品牌。弱酸性配，🏵日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质地，清爽不油腻～​,4339582923452567,0,0,0
33,supreme口红,北京东城区,male,Lv.9,353,10055,597,2019-02-14 10:01:00,2019-03-20 11:27:14,feed,💰220一套珂润水乳！强烈推荐！🇯🇵花王柯润，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品牌​展开全文c,4339536924728579,0,0,0
34,澳洲珀斯日韩美淘铺,海外澳大利亚,female,Lv.22,499,251,1972,2019-02-14 00:19:00,2019-03-20 11:27:36,feed,#curel敏感干燥肌肤专用防晒霜#👊真正无添加配方，弱酸性、无香料、无色素、无酒精、不含阳光吸收剂，纯物理防晒，清爽易吸收的乳液型，使用后肌肤保湿不干涩，涂抹后无油腻感，透明不泛白，解决了干燥性敏感肌肤的困扰。💕​,4339390416821018,0,0,0
35,菜小Qbeauty,上海,female,Lv.4,58,37,112,2019-02-13 23:38:00,2019-03-20 11:27:47,feed,铁皮空瓶记13/100curel珂润保湿卸妆油150ml空瓶，tb活动价格88人民币，使用感还不错，流动性很强，有点糊眼睛，清洁力在卸妆油里比较并没有特别强，但比它家的卸妆啫喱强多了，有合适价格会考虑回购（暂时不）。150ml量，每次用5-6泵，连续一个半月多，其中健身房和年底澳洲用的都​展开全文c,4339380141087753,0,0,0
36,我是jelly,广东广州,female,Lv.33,443,5922,8207,2019-02-13 23:20:00,2019-03-20 11:28:19,feed,性价比超高的Curel卸妆啫喱，无色无香，温和不刺激，什么肤质都可以用，卸妆干净清爽又不紧绷，便宜大碗，家里常年有囤货，每当卸妆油用腻了就换它换胃口，这是新年开封的第一支​,4339375490236882,0,3,0
37,_透透_,海外意大利,female,Lv.4,254,13094,325,2019-02-13 22:21:00,2019-03-20 11:28:42,feed,|日常|短途飞机的翻包小作文！带的包包是一只fendi的peekaboo，皮质当时讲是一个有点特殊的牛皮，手感比较厚的同时也有点重，但是好在能放的东西不少也方便蹂躏！按顺序来分别是chanel的小零钱包，里面就一点现金和几张卡。化妆品只带了一只curel的润唇膏；chanel的coco唇膏，色号是energy，很润有​展开全文c,4339360864291895,0,0,0
38,暗恋白骨精,no location,female,Lv.48,402,84022,87526,2019-02-13 22:07:00,2019-03-20 11:29:04,feed,Curel珂润卸妆啫喱130g【86】可领199减100~​,4339357114403146,0,2,0
39,墩布挖白菜,no location,female,Lv.48,886,560070,238724,2019-02-13 21:41:00,2019-03-20 11:29:23,feed,珂润（Curel）润浸保湿卸妆啫喱130gO网页链接领199-100O网页链接凑单最低伴价L墩布挖白菜的秒拍视频​,4339350622053419,0,2, 19
40,花酱团,海外,female,Lv.44,122,91359,15281,2017-08-14 22:02:00,2019-03-20 11:32:59,feed,#花酱团啥我缺啥#今晚九点【Curel珂润水1/2/3号】孕妇敏感肌专用！清透....上脸很快就被吸收了，很保湿，但是又完全不会油腻。换季和敏感期用最合适不过了。肌肤干燥，起皮的时候用它，最是不错了！​,4339317005001734,0,1,0
41,达菲日本代购,海外日本,female,Lv.30,296,4048,2227,2019-02-13 18:13:00,2019-03-20 11:33:17,feed,药妆店敏感肌👉花王curel珂润保湿泡沫洗面奶弱酸性无香料无着色敏感肌孕妇均可用！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净的~​展开全文c,4339298414632351,0,0,0
42,露露醬团团,湖南长沙,female,Lv.14,269,1538,1472,2019-02-13 17:23:00,2019-03-20 11:33:43,feed,#露露酱团团到货记录#总共有六个小sal包到了这些等我攒攒curel了再多活动哦现在没多少货了​,4339285807772206,0,3, 2
43,咚咚抢咚抢,广东,female,Lv.14,155,43227,113543,2019-02-13 16:43:00,2019-03-20 11:34:05,feed,Curel珂润浸润保湿滋养乳霜40g229，参加3件5折，3件折后114左右/瓶O网页链接L墩布挖白菜的秒拍视频​,4339275628203554,0,0, 6
44,墩布挖白菜,no location,female,Lv.48,886,560070,238726,2019-02-13 16:43:00,2019-03-20 11:34:20,feed,Curel珂润浸润保湿滋养乳霜40g229，参加3件5折，3件折后114左右/瓶O网页链接L墩布挖白菜的秒拍视频​,4339275627921751,0,3, 17
45,wishhbeauty,no location,female,Lv.40,775,9810,11110,2019-02-13 15:34:00,2019-03-20 11:34:26,feed,Curel珂潤潤浸保濕系列。蘊含「潤浸保濕Ceramide功能成分」及桉樹精華，能深入滲透至肌膚角質層，讓肌膚回復高密度水潤狀態，感覺柔軟，同時有效抗禦外來刺激​,4339258305670446,0,0,0
46,小鱼是日本人肉代购,上海黄浦区,female,Lv.38,89,709,14335,2019-02-13 13:54:00,2019-03-20 11:34:29,feed,珂润水乳，换季必备，日本🇯🇵珂润水乳强烈推荐！🇯🇵花王柯润，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销​展开全文c,4339233139803611,0,1,0
47,ALaSo專業美妝小魔女,no location,female,Lv.42,365,73268,4400,2019-02-13 13:34:00,2019-03-20 11:34:34,feed,遇見你，遇見愛ExcelAesopOriginsHsuuemuraCurelBaija阿舍乾麵微熱山丘品牌都88折喔O网页链接2台湾·新北市​,4339228047654430,0,0, 1
48,SUGI藥局,no location,female,Lv.5,35,21432,197,2019-02-13 12:01:00,2019-03-20 11:34:39,feed,【保湿滋润身体乳】寒冷的冬天，洗完澡之后皮肤总是干得特别快。一定要注意对自己好一点哦~涂点滋润型的身体乳，帮皮肤锁住水分，让皮肤时刻保持光滑，要做水灵灵的小仙女呀！1强生保湿润肤乳2花王Curel珂润身体乳3BOTANIST植物学家润肤乳4乐敦CareCera天然​展开全文c,4339204622678687,2,3, 11
49,朱小霸王,湖南湘潭,female,Lv.33,444,3521,658,2019-02-13 11:52:00,2019-03-20 11:34:43,feed,💰98。🇯🇵curel珂润泡沫洗面奶无香料无着色敏感肌可用！超丰富细腻的泡沫用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净的~。​,4339202567451802,0,3,0
50,KIKIer-,广东,female,Lv.2,9,6,3,2019-02-13 11:36:00,2019-03-20 11:34:45,feed,倩碧黄油乳液有油/无油日本curel珂润保湿乳霜悦木之源灵芝精华乳​,4339198507171495,0,2,0
51,小飞飞实体店05,江苏,female,Lv.7,565,329,212,2019-02-13 10:34:00,2019-03-20 11:34:48,feed,店内现货✔怪不得珂润面霜最近这么火！它拿下17年cosme面霜类第一（高端部门）第一名珂润，第二名polaapex，第三名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜花王旗下的珂润，为敏感干燥肌而生的品牌。弱酸性配方，日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质地，清爽不油腻～40g​,4339182786333947,0,0,0
52,晓莉美妆批发代发,福建厦门,female,Lv.27,126,928,1932,2019-02-13 09:59:00,2019-03-20 11:34:51,feed,🇯🇵curel珂润护肤系列👏​,4339174000057740,0,0,0
53,SaSa正品美妆代购口红推荐招代理,浙江杭州,female,Lv.15,112,56896,2641,2019-02-13 09:56:00,2019-03-20 11:34:53,feed,curel珂润泡沫洗面奶老公自用款弱酸性无香料无着色敏感肌孕妇均可用💕超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密💦，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服🏖。感觉每个毛孔都被洗的干干净净的~​,4339173328818542,0,0,0
54,敏玲z,广东汕头,female,Lv.30,867,473,883,2019-02-13 09:43:00,2019-03-20 11:34:58,feed,今天采购🇭🇰🌸日本Curel珂润润浸保湿滋养面霜40g干燥性敏感肌日本cosme大賞面霜第一位这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的了，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，...​,4339170003012845,0,2,0
55,唐鸿椿Helen,贵州贵阳,female,Lv.14,515,261,6482,2019-01-23 21:29:00,2019-03-20 11:35:02,feed,//@功课菌:GardenIdealSeries发油Bonica，Diptyque无花果沐浴露，L:ABruketLab有机沐浴露，Cane+Austin15%果酸身体乳，NobleIsle身体霜，凡士林身体乳，Byredo洗手液，Diptyque杏仁鲜奶护手霜，IslandBeeCo.护手霜，Moilip唇膏，CUREL润唇膏，Babycare棉柔巾,4339162028890616,0,0,0
56,护肤品种草推荐代购圣罗兰口红,北京朝阳区,female,Lv.30,506,585768,8460,2019-02-13 08:28:00,2019-03-20 11:35:06,feed,(´-ω-`)curel珂润79💰保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。非常适合干皮，敏感肌，推荐​,4339151224971734,0,0,0
57,用力生活的小寞,海外,female,Lv.14,243,878,225,2019-02-13 00:38:00,2019-03-20 11:35:16,feed,泡了个澡全身都舒服了很多，好久没画了画一个丑丑的手帐吧👇今日份的好用推荐：1⃣️Kneipp浴盐：让你变小仙女（无图2⃣️MedihealAirpacking密集绿箔舒缓面膜：韩国oliveyoung买的，当时架子上最后一个了！泡澡的时候敷的面膜，拿出来真的面膜纸上有一层绿箔，感觉里面的精华挥发得慢了很多，​展开全文c,4339032895322342,0,0, 3
58,flag立了一大堆,其他,male,Lv.14,445,137,1563,2019-02-12 21:06:00,2019-03-20 11:35:18,feed,空瓶No.11资生堂红妍精华：维稳感受不错No.12贝德玛粉水No.13资生堂心机粉饼：摔碎了😪No.14Marcheur粉底液色号00No.15净姬眼唇卸：一个月至少一瓶No.16kissme睫毛膏：一个月一根的玩意儿日常懒得画眼线的我竟然囤了一堆眼线液睫毛膏套组估计放到过期也用不上惹No.17Arman​展开全文c,4338979593314934,0,0,0
59,霸王花日本韩妆购购购,广东,female,Lv.18,281,133395,949,2019-02-12 20:22:00,2019-03-20 11:36:38,feed,珂润面霜、夏天可以用的cosme面霜类第一（高端部门）第一名珂润，第二名polaapex，第三名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜花王旗下的珂润，为敏感干燥肌而生的品牌。弱酸性配方，日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质地，清爽不油腻～40g​,4338968420003257,1,0, 1
60,元气少女樱日本代购,海外日本,female,Lv.4,68,94,433,2019-02-12 17:12:00,2019-03-20 11:36:56,feed,🇯🇵Curel珂润高保湿面霜，日本cosme大赏面霜第一位这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品。干性敏感肌肤合适​,4338920621896878,0,2,0
61,狩狩小朋友,其他,female,Lv.4,0,328,15,2019-02-12 16:00:00,2019-03-20 11:37:13,feed,日本本土包邮Curel面霜珂润润浸保湿乳霜面霜40g敏感肌OK!~日本本土包邮Curel面霜珂润润浸保湿乳霜面霜40g敏感肌OK!~​,4338902507036997,0,2, 2
62,没蛋野藤君,其他,female,Lv.39,214,66,2784,2019-01-23 21:29:00,2019-03-20 11:37:35,feed,//@功课菌:GardenIdealSeries发油Bonica，Diptyque无花果沐浴露，L:ABruketLab有机沐浴露，Cane+Austin15%果酸身体乳，NobleIsle身体霜，凡士林身体乳，Byredo洗手液，Diptyque杏仁鲜奶护手霜，IslandBeeCo.护手霜，Moilip唇膏，CUREL润唇膏，Babycare棉柔巾,4338879664933718,0,0,0
63,茹茹酱靠谱日本代购,其他,female,Lv.46,618,10966,22248,2019-02-12 11:42:00,2019-03-20 11:37:56,feed,#日代推荐##靠谱日代#凡尔赛面膜，curel面霜，CPB洗面奶清爽款，洗颜专科洗面奶，花王卫生巾，小林内衣清洗剂……​,4338837629354649,0,0,0
64,min_violet,上海嘉定区,female,Lv.43,865,1486,11283,2019-02-12 11:33:00,2019-03-20 11:38:17,feed,阴阴的天气，容易抑郁，拍点杂七杂八。同仁堂食用级珍珠粉，每晚掺一点面霜里用，效果有沒有暂时不明反正好吸收无异味不过敏又便宜。维E软膏，摸泥摸面粉洗手洗多了起皮的时候用，比护手霜有效。某国产镇痛膏，主要成分与撒隆巴斯贴相同，便宜。安娜柏林的白菜眼霜，30毫升终于快用完了，想靠护肤品回​展开全文c,4338835204995314,0,10, 1
