,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
35,晋江人-赖秋婷·三里人家股东,福建,female,Lv.34,540,16472,7547,2019-01-14 19:32:00,2019-03-20 08:35:16,feed,🎏┆日本人肉代购🇯🇵Curel珂润泡沫洁面乳它能瞬间形成盈泡沫，比一般洗面奶表现更持久，更丰盈哦~洁面时无需过度搓揉，不会对肌肤造成负担，用后感觉舒爽水润，减少引起肌肤敏感，能彻底洁净汗水及油脂污垢，弱酸性，无香料，无色素...​,4328446572001032,0,0,0
36,大头宝贝423HK,广东,female,Lv.48,629,3061,30527,2019-01-14 17:47:00,2019-03-20 08:35:36,feed,怪不得珂润面霜最近这么火！40g它拿下17年cosme面霜类第一（高端部门）第一名珂润，第二名polaapex，第三名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜花王旗下的珂润，为敏感干燥肌而生的品牌。弱酸性配方，日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质地，清爽不油腻～,4328420286475372,0,0,0
37,闺蜜网KIMISS,no location,female,Lv.43,1431,1339479,16401,2019-01-14 17:18:00,2019-03-20 08:35:55,feed,#闺蜜在现场#珂润Curel迎来20年！全新系列让我们在抵御敏感的同时，愈弹润，愈自信！给生活做减法，肌肤也要做减法！,4328412858797569,0,0,0
38,怪我过分着迷1112,河北保定,female,Lv.9,59,247,1659,2019-01-14 16:54:00,2019-03-20 08:36:17,feed,日本🇯🇵CUREL珂润水乳现货1号、2号、3号都有哦超级推荐这款，最近用日妆感觉真不错特别是护肤，水乳是那种润润的，而且很保湿，完全不会感觉油，使用感很舒服[愉快]说下珂润哈，它是日本花王旗下专为敏感肌设计的品牌，无色素，无刺激，香味很淡的那种，价位很合适，学生党可以入​展开全文c,4328406751577089,0,0,0
39,有优惠券的小学妹,湖南长沙,female,Lv.4,121,57,2302,2019-01-14 16:04:00,2019-03-20 08:36:38,feed,【￥134】保税仓发Sundrug尚都乐客珂润Curel润浸保湿眼部精华美容液20g【5元券】微博专享限时领券,4328394143372116,0,0,0
40,吃护肤品的猪猪,上海,female,Lv.19,147,11163,218,2019-01-14 14:41:00,2019-03-20 08:39:03,feed,近万字的2018#年度爱用品#护肤榜单2018年最正确的事情就是开微博记录，认真分享每一款产品的使用心得～我尽量每个分类都包含1个平价产品，小可爱们可以根据自己情况酌情考虑，图片被压缩的话点原图～彩妆在写啦快催我『本篇没有任何广子请放心食用』一些护肤的关联阅读：❤️12款抗老精华​展开全文c,4328373481905039,51,62,105
41,BEAUTEWonderland,福建漳州,female,Lv.41,696,2517,7432,2019-01-14 13:48:00,2019-03-20 08:39:22,feed,🌿curel珂润泡沫洗面奶到货🇯🇵本土原装版弱酸性，无香料无着色，敏感肌孕妇都没压力！泡沫很绵密💦用完脸上不紧绷。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，感觉每个毛孔都被洗的干干净净的~​,4328359934951553,0,0,0
42,漫漫香港代购小铺,香港油尖旺区,female,Lv.48,441,14631,28012,2019-01-14 13:31:00,2019-03-20 08:39:43,feed,💥花王curel珂润保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。非常适合干皮，敏感肌，推荐​展开全文c,4328355732038441,0,0,0
43,漫漫香港代购小铺,香港油尖旺区,female,Lv.48,441,14631,28012,2019-01-14 13:31:00,2019-03-20 08:40:00,feed,✔️curel珂润水乳，强烈推荐，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，质地偏薄，用完皮肤像喝饱了水一样💧它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品牌，95%亚洲女性使用后得到明显改善2香港特别行政区·尖沙咀,4328355664851270,1,0,0
44,7很喜欢钱的阿鸡,浙江,female,Lv.9,84,28412,220,2019-01-14 12:35:00,2019-03-20 08:40:20,feed,花王curel珂润保湿泡沫#洗面奶#干燥肌、敏感肌都可用弱酸性，无香料无着色，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和！打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净的​展开全文c,4328341651616473,0,4,0
45,名妆苏秘,no location,male,Lv.35,490,754,1262,2019-01-14 11:57:00,2019-03-20 08:40:40,feed,#Chihiro洁面分享#珂润Curel适合敏感肌肤超级温和配方洗面奶是按压型的按出来就是浓密的泡沫可以彻底清除皮肤里的脏东西洗完也不会觉得很紧绷就算不小心弄到眼睛也不会觉得有刺痛感珂润面霜大家都知道啦出了名的好用口碑也是杠杠的​,4328332164059837,0,0,0
46,Blablasunjinjin,香港,female,Lv.4,2,3,25,2019-01-14 11:44:00,2019-03-20 08:41:00,feed,⚪️Curel珂润干燥性敏感肌保湿面霜空瓶​,4328328708403989,0,0,0
47,全球购芸奢妆-jennifer,其他,female,Lv.9,49,201,677,2019-01-14 01:34:00,2019-03-20 08:41:50,feed,💗今日限时特价💗1️⃣DHC纯榄护润唇膏1.5g/支滋润不油腻O网页链接2️⃣Thesaem得鲜3D超薄纤细睫毛膏4g防水不晕染持久自然O网页链接3️⃣SevenFriends/7个朋友张雨绮抖音同款眼线笔液0.55g不晕染防水防汗不脱色伪素颜【国内专柜】O网页链接4️⃣​展开全文c,4328175246469976,0,2,0
48,每天五瓶养乐多,其他,female,Lv.9,332,109,710,2019-01-14 01:07:00,2019-03-20 08:41:52,feed,毕了业一定把我的curel换成lamer​,4328168527354482,0,0,0
49,venniezhangyl,湖南株洲,female,Lv.41,197,408,18365,2019-01-13 23:21:00,2019-03-20 08:41:55,feed,空瓶记录镇静效果很好哈哈每次用果酸棉片擦完/洗脸仪洗完/粉刺挤完之后都会喷很多这个做镇静缓解用很安心的存在～会回购大瓶还有一个至本的卸妆乳也空瓶了第二瓶～挺好用的乳化快卸的干净味道也好闻现在接棒的是curel卸妆蜜卸妆乳真的是我的最爱哈哈​,4328141780925367,0,0,0
50,黎贝贝日韩代购,上海,female,Lv.9,164,13627,749,2019-01-13 21:29:00,2019-03-20 08:41:58,feed,💞日本花王curel珂润保湿泡沫洗面奶150ml🧚‍♀️推荐给敏感肌们，弱酸性，无香料，超丰富细腻的泡沫，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。非常适合干皮，敏感肌，推荐!,4328113670570167,0,0,0
